StockCode,Description,TotalRevenue,UnitsSold,FirstSale,LastSale,DaysWithSales,TotalOrders,AvgPrice,Recency,SalesFreq,Segment
23409,PHOTO FRAME LINEN AND LACE LARGE,801.6800000000001,215,2011-09-07 16:00:00,2011-12-05 12:03:00,28,43,3.728744186046512,5,28,0
23410,CURIO CABINET LINEN AND LACE ,290.1,36,2011-09-08 10:35:00,2011-11-25 13:09:00,16,18,8.058333333333334,14,16,0
23411, TRELLIS COAT RACK,1118.6100000000001,227,2011-09-04 14:08:00,2011-12-02 17:12:00,42,56,4.9277973568281945,7,42,0
23412,HEART MIRROR ANTIQUE WHITE,2354.8,358,2011-09-06 09:53:00,2011-10-10 17:26:00,28,76,6.5776536312849165,60,28,0
23413,VINTAGE COFFEE GRINDER BOX,909.3100000000001,173,2011-09-07 16:00:00,2011-12-08 16:30:00,35,58,5.2561271676300585,1,35,0
23414,ZINC BOX SIGN HOME,1378.75,141,2011-09-04 16:09:00,2011-11-30 17:37:00,41,64,9.77836879432624,9,41,0
23415,HOME SWEET HOME HOOK,412.17999999999995,328,2011-09-07 15:52:00,2011-12-08 15:54:00,33,47,1.2566463414634146,1,33,0
23416,CHAMBRE HOOK,184.67999999999998,132,2011-09-12 13:43:00,2011-12-08 14:39:00,18,25,1.399090909090909,1,18,0
23417,BATHROOM HOOK,157.5,146,2011-09-07 15:52:00,2011-12-08 14:39:00,21,27,1.0787671232876712,1,21,0
23418,LAVENDER TOILETTE BOTTLE,1166.0,557,2011-09-11 10:53:00,2011-12-09 10:03:00,48,79,2.0933572710951527,1,48,0
23419,HOME SWEET HOME BOTTLE ,1043.72,473,2011-09-11 10:53:00,2011-12-08 09:20:00,57,86,2.206596194503171,2,57,0
23420,PANTRY HOOK TEA STRAINER ,351.37,164,2011-09-15 12:46:00,2011-12-04 12:44:00,25,32,2.1425,6,25,0
23421,PANTRY HOOK SPATULA,349.2,160,2011-09-08 13:38:00,2011-12-04 12:44:00,27,33,2.1825,6,27,0
23422,PANTRY HOOK BALLOON WHISK ,477.89,213,2011-09-07 16:48:00,2011-12-08 09:20:00,34,47,2.2436150234741783,2,34,0
23423,PANTRY 3 HOOK ROLLING PIN HANGER,876.9,219,2011-09-08 13:38:00,2011-12-08 09:20:00,43,66,4.004109589041096,2,43,0
23424,GINGHAM RECIPE BOOK BOX,2509.62,462,2011-09-04 16:09:00,2011-12-09 08:59:00,69,135,5.432077922077922,1,69,0
23425,STORAGE TIN HOME SWEET HOME,621.44,275,2011-09-04 16:09:00,2011-12-09 10:46:00,39,56,2.2597818181818186,1,39,0
23426,METAL SIGN DROP YOUR PANTS,3444.4300000000003,1275,2011-09-05 16:22:00,2011-12-09 10:03:00,76,206,2.701513725490196,1,76,0
23427,STOOL HOME SWEET HOME ,2860.58,237,2011-09-04 12:07:00,2011-12-08 11:15:00,52,114,12.069957805907173,2,52,0
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,2011-11-17 10:01:00,2011-12-09 08:48:00,17,33,8.778051948051948,1,17,0
23429,RED RETRO KITCHEN WALL CLOCK,400.01,47,2011-11-21 10:35:00,2011-12-09 08:48:00,12,23,8.510851063829787,1,12,0
23430,BLUE RETRO KITCHEN WALL CLOCK,301.88,36,2011-11-20 15:35:00,2011-12-09 08:48:00,14,18,8.385555555555555,1,14,0
23431,NATURAL HANGING QUILTED HEARTS ,1171.23,1449,2011-08-26 09:55:00,2011-12-01 11:20:00,48,72,0.8083022774327122,9,48,0
23432,PRETTY HANGING QUILTED HEARTS,1088.36,1276,2011-08-31 10:06:00,2011-12-06 14:40:00,45,74,0.8529467084639497,3,45,0
23433,HANGING QUILTED PATCHWORK APPLES,1108.58,1258,2011-08-26 12:49:00,2011-12-04 13:32:00,58,89,0.8812241653418124,5,58,0
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1884.17,2095,2011-09-11 10:58:00,2011-12-09 10:03:00,71,199,0.8993651551312649,1,71,0
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.4200000000001,824,2011-09-09 16:13:00,2011-12-09 10:03:00,52,99,0.888859223300971,1,52,0
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2367.39,1979,2011-08-02 14:04:00,2011-12-08 09:20:00,68,114,1.196255684689237,2,68,0
23437, 50'S CHRISTMAS GIFT BAG LARGE,2373.63,1939,2011-08-22 15:05:00,2011-12-09 10:26:00,66,131,1.2241516245487365,1,66,0
23438, RED SPOT GIFT BAG LARGE,2209.92,1809,2011-08-03 12:20:00,2011-12-09 10:20:00,65,109,1.2216252072968492,1,65,0
23439,HAND WARMER RED LOVE HEART,8855.51,3986,2011-08-24 14:23:00,2011-12-09 10:20:00,86,397,2.2216532865027596,1,86,0
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164,2011-11-24 15:01:00,2011-12-07 15:16:00,5,5,1.8253658536585367,2,5,0
23441,HAND PAINTED HANGING EASTER EGG,9.24,22,2011-11-23 10:39:00,2011-12-07 13:12:00,3,3,0.42,2,3,0
23442,12 HANGING EGGS HAND PAINTED,83.2,40,2011-11-15 17:14:00,2011-12-07 13:12:00,6,7,2.08,2,6,0
23444,Next Day Carriage,1200.0,79,2011-05-26 16:11:00,2011-12-08 12:10:00,57,79,15.189873417721518,2,57,0
23445,ICE CREAM BUBBLES,2161.24,2668,2011-08-24 11:31:00,2011-12-09 08:59:00,64,101,0.8100599700149924,1,64,0
23446,BLUE BUNNY EASTER EGG BASKET,230.24999999999997,157,2011-10-10 13:55:00,2011-12-07 15:16:00,3,3,1.4665605095541399,2,3,0
23447,PINK BUNNY EASTER EGG BASKET,231.89999999999998,158,2011-10-10 13:55:00,2011-12-07 15:16:00,4,4,1.4677215189873416,2,4,0
23448,CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,2011-10-10 13:55:00,2011-11-30 09:50:00,3,3,1.6499999999999997,10,3,0
23449,SET OF 6 EASTER RAINBOW CHICKS,15.0,12,2011-11-15 17:14:00,2011-11-15 17:14:00,1,1,1.25,24,1,0
23451,SQUARE MINI PORTRAIT FRAME,556.17,277,2011-10-14 14:04:00,2011-12-09 10:03:00,38,52,2.0078339350180503,1,38,0
23452,HEART MINI PORTRAIT FRAME,1021.76,518,2011-10-14 13:35:00,2011-12-08 14:39:00,40,87,1.9725096525096526,1,40,0
23453,OVAL  MINI PORTRAIT FRAME,615.98,316,2011-10-14 12:33:00,2011-12-08 13:59:00,29,47,1.9493037974683545,1,29,0
23454,THREE MINI HANGING FRAMES,733.2,174,2011-10-21 13:13:00,2011-12-08 14:39:00,33,52,4.2137931034482765,1,33,0
23455,SMALL PARLOUR PICTURE FRAME,569.4300000000001,207,2011-10-16 15:44:00,2011-12-08 12:26:00,23,35,2.750869565217392,2,23,0
23456,MEDIUM PARLOUR PICTURE FRAME ,634.1,158,2011-10-16 12:25:00,2011-12-04 12:44:00,23,36,4.013291139240507,6,23,0
23457,LARGE PARLOUR PICTURE FRAME,549.88,112,2011-10-16 15:44:00,2011-12-08 13:45:00,23,31,4.909642857142857,1,23,0
23458,DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,2011-10-17 15:18:00,2011-12-08 14:58:00,22,30,14.95,1,22,0
23459,DOLLY CABINET 2 DRAWERS ,412.5,33,2011-10-16 12:19:00,2011-12-08 12:10:00,17,19,12.5,2,17,0
23460,SWEETHEART WALL TIDY ,1007.0799999999999,108,2011-10-20 12:57:00,2011-12-05 14:39:00,30,43,9.324814814814815,4,30,0
23461,SWEETHEART BIRD HOUSE,3041.21,847,2011-09-29 15:57:00,2011-12-07 17:25:00,48,94,3.5905667060212516,2,48,0
23462,ROCOCO WALL MIRROR WHITE,1607.04,80,2011-10-20 13:06:00,2011-12-08 17:37:00,26,46,20.088,1,26,0
23463,VINTAGE ZINC WATERING CAN,139.39999999999998,13,2011-10-16 12:28:00,2011-12-09 09:07:00,8,8,10.72307692307692,1,8,0
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,2011-10-16 12:28:00,2011-12-09 09:07:00,8,8,5.511111111111111,1,8,0
23465,TUSCAN VILLA BIRD FEEDER,247.63,29,2011-10-04 16:39:00,2011-12-08 09:28:00,15,16,8.53896551724138,2,15,0
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,498.03,55,2011-09-30 08:18:00,2011-12-08 16:30:00,23,27,9.055090909090909,1,23,0
23467,VINTAGE ZINC PLANTER  ,120.08000000000001,32,2011-10-17 10:10:00,2011-12-09 10:03:00,9,11,3.7525000000000004,1,9,0
23468,TUSCAN VILLA BIRD TABLE ,156.75,19,2011-10-06 17:28:00,2011-11-23 15:53:00,9,11,8.25,16,9,0
23469,CARD HOLDER LOVE BIRD SMALL,1355.24,332,2011-09-30 09:39:00,2011-12-09 10:03:00,41,72,4.082048192771085,1,41,0
23470,CARD HOLDER LOVE BIRD LARGE ,1460.5,232,2011-10-02 13:26:00,2011-12-05 15:44:00,42,84,6.295258620689655,4,42,0
23471,SIX DRAWER OFFICE TIDY,616.79,65,2011-09-30 15:02:00,2011-12-02 17:12:00,22,27,9.489076923076922,7,22,0
23472, NINE DRAWER OFFICE TIDY,894.42,58,2011-10-02 12:11:00,2011-12-07 13:53:00,26,33,15.42103448275862,2,26,0
23473,WOODLAND SMALL RED FELT HEART,552.02,678,2011-10-20 12:24:00,2011-12-07 15:43:00,33,51,0.814188790560472,2,33,0
23474,WOODLAND SMALL BLUE FELT HEART,270.96,312,2011-10-24 13:37:00,2011-12-08 10:53:00,27,37,0.8684615384615384,2,27,0
23475,WOODLAND SMALL PINK FELT HEART,242.17999999999998,286,2011-10-27 16:23:00,2011-12-07 15:43:00,21,31,0.8467832167832167,2,21,0
23476,WOODLAND LARGE RED FELT HEART,264.72,205,2011-10-20 12:07:00,2011-11-30 15:43:00,15,22,1.2913170731707317,9,15,0
23477,WOODLAND LARGE BLUE FELT HEART,123.47,92,2011-10-20 12:07:00,2011-11-30 15:43:00,12,13,1.3420652173913044,9,12,0
23478,WOODLAND LARGE PINK FELT HEART,324.40000000000003,285,2011-10-20 12:07:00,2011-12-01 14:17:00,10,13,1.1382456140350878,8,10,0
23479,WIRE EGG BASKET ,872.38,113,2011-10-17 12:41:00,2011-12-08 14:38:00,30,44,7.720176991150442,1,30,0
23480,MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1798,2011-10-19 15:09:00,2011-12-09 12:19:00,44,215,3.7370077864293663,1,44,0
23481,PEARLISED IVORY HEART SMALL ,281.17,228,2011-10-17 15:06:00,2011-12-06 11:58:00,20,29,1.233201754385965,4,20,0
23482,PEARLISED IVORY HEART LARGE ,661.02,418,2011-10-14 14:04:00,2011-12-06 15:10:00,23,39,1.5813875598086125,3,23,0
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1636.36,1328,2011-10-03 12:47:00,2011-12-08 17:12:00,42,73,1.2321987951807227,1,42,0
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,547.35,185,2011-09-30 10:18:00,2011-12-08 16:30:00,28,35,2.9586486486486487,1,28,0
23485,BOTANICAL GARDENS WALL CLOCK ,5843.92,262,2011-10-20 14:51:00,2011-12-08 17:37:00,33,83,22.305038167938932,1,33,0
23486,ANTIQUE HEART SHELF UNIT,4145.47,275,2011-10-20 12:21:00,2011-12-08 14:39:00,37,74,15.074436363636364,1,37,0
23487,SWEET HEART CAKE CARRIER,795.5799999999999,80,2011-10-14 11:15:00,2011-12-08 14:58:00,28,44,9.944749999999999,1,28,0
23489,VINTAGE BELLS GARLAND,2709.23,913,2011-10-20 10:10:00,2011-12-09 12:19:00,42,159,2.9673932092004383,1,42,0
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,2011-10-14 12:33:00,2011-12-08 14:39:00,44,101,3.7504981549815497,1,44,0
23491,VINTAGE JINGLE BELLS HEART,1897.76,228,2011-10-20 10:10:00,2011-12-07 12:55:00,38,78,8.323508771929825,2,38,0
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,2011-10-20 10:10:00,2011-12-05 10:09:00,19,28,8.360263157894737,5,19,0
23493,VINTAGE DOILY TRAVEL SEWING KIT,8497.98,3964,2011-09-22 12:13:00,2011-12-09 10:26:00,68,415,2.143789101917255,1,68,0
23494,VINTAGE DOILY DELUXE SEWING KIT ,5354.01,809,2011-09-25 12:31:00,2011-12-09 10:26:00,59,205,6.618059332509271,1,59,0
23495,SET OF 3 PANTRY WOODEN SPOONS,306.66,225,2011-10-30 11:55:00,2011-12-09 10:03:00,27,41,1.3629333333333336,1,27,0
23496,PANTRY KITCHEN THERMOMETER ,154.52,112,2011-10-30 11:55:00,2011-12-08 10:59:00,18,31,1.3796428571428572,2,18,0
23497,CLASSIC CHROME BICYCLE BELL ,3656.02,2558,2011-10-28 13:04:00,2011-12-09 10:26:00,37,195,1.4292494136043785,1,37,0
23498,CLASSIC BICYCLE CLIPS ,2372.68,1640,2011-11-25 10:58:00,2011-12-09 12:21:00,13,99,1.4467560975609755,1,13,0
23499,SET 12 VINTAGE DOILY CHALK ,586.23,1312,2011-10-20 13:54:00,2011-12-08 16:30:00,40,110,0.44682164634146343,1,40,0
23500,KEY RING BASEBALL BOOT ASSORTED ,2038.33,1626,2011-10-04 13:58:00,2011-12-08 16:30:00,43,98,1.2535854858548585,1,43,0
23501,KEY RING BASEBALL BOOT UNION JACK,2217.87,1821,2011-10-05 10:11:00,2011-12-09 10:26:00,46,112,1.2179406919275122,1,46,0
23502,PLAYING CARDS VINTAGE DOILY ,896.41,714,2011-09-22 12:02:00,2011-12-07 13:53:00,49,94,1.2554761904761904,2,49,0
23503,PLAYING CARDS KEEP CALM & CARRY ON,4860.55,3643,2011-09-22 09:52:00,2011-12-09 08:59:00,68,335,1.3342163052429317,1,68,0
23504,PLAYING CARDS JUBILEE UNION JACK,2848.89,1927,2011-09-22 11:46:00,2011-12-08 13:50:00,63,208,1.478406850025947,1,63,0
23505,PLAYING CARDS I LOVE LONDON ,1651.29,1200,2011-09-22 12:55:00,2011-12-08 15:03:00,56,115,1.376075,1,56,0
23506,MINI PLAYING CARDS SPACEBOY ,1129.1200000000001,2723,2011-09-22 12:02:00,2011-12-09 10:03:00,58,146,0.41466030113845026,1,58,0
23507,MINI PLAYING CARDS BUFFALO BILL ,1155.67,2882,2011-09-22 14:11:00,2011-12-08 16:30:00,56,119,0.40099583622484386,1,56,0
23508,MINI PLAYING CARDS DOLLY GIRL ,1163.45,2627,2011-09-22 14:11:00,2011-12-09 10:03:00,60,120,0.4428816140083746,1,60,0
23509,MINI PLAYING CARDS FUN FAIR ,451.46000000000004,1062,2011-09-22 14:11:00,2011-12-08 10:40:00,45,65,0.4251035781544256,2,45,0
23510,MINI PLAYING CARDS GYMKHANA,1118.8,2521,2011-09-22 14:11:00,2011-12-09 10:03:00,59,120,0.4437921459738199,1,59,0
23511,EMBROIDERED RIBBON REEL EMILY ,1252.01,571,2011-09-22 12:23:00,2011-12-08 11:53:00,52,98,2.192661996497373,2,52,0
23512,EMBROIDERED RIBBON REEL ROSIE,975.24,500,2011-09-22 14:10:00,2011-12-08 11:53:00,41,57,1.95048,2,41,0
23513,EMBROIDERED RIBBON REEL SUSIE ,1114.26,566,2011-09-22 14:18:00,2011-12-05 17:28:00,42,70,1.9686572438162544,4,42,0
23514,EMBROIDERED RIBBON REEL SALLY ,977.39,478,2011-09-22 14:10:00,2011-12-04 12:44:00,49,74,2.0447489539748953,6,49,0
23515,EMBROIDERED RIBBON REEL DAISY ,1164.98,579,2011-09-22 14:10:00,2011-12-09 12:16:00,46,71,2.012055267702936,1,46,0
23516,EMBROIDERED RIBBON REEL SOPHIE  ,1058.6,296,2011-09-25 12:22:00,2011-12-05 16:05:00,29,42,3.576351351351351,4,29,0
23517,EMBROIDERED RIBBON REEL REBECCA ,996.38,334,2011-09-22 12:23:00,2011-12-06 16:26:00,40,63,2.9831736526946107,3,40,0
23518,EMBROIDERED RIBBON REEL RACHEL ,980.41,361,2011-09-22 14:10:00,2011-12-02 14:30:00,32,44,2.7158171745152355,7,32,0
23519,EMBROIDERED RIBBON REEL CLAIRE,792.31,224,2011-09-25 12:22:00,2011-11-24 09:21:00,20,24,3.537098214285714,16,20,0
23520,EMBROIDERED RIBBON REEL RUBY ,600.55,167,2011-09-22 12:23:00,2011-12-05 16:05:00,25,32,3.5961077844311373,4,25,0
23521,WALL ART CAT AND BIRD ,793.37,413,2011-10-03 11:37:00,2011-12-09 10:03:00,30,44,1.9209927360774819,1,30,0
23522,WALL ART DOG AND BALL ,727.4399999999999,354,2011-10-03 11:01:00,2011-12-08 15:54:00,27,32,2.054915254237288,1,27,0
23523,WALL ART TREASURE AHOY ,1173.8100000000002,360,2011-10-03 11:37:00,2011-12-08 16:38:00,28,41,3.260583333333334,1,28,0
23524,WALL ART HORSE & PONY ,1557.63,481,2011-10-02 13:46:00,2011-12-09 11:34:00,40,63,3.2383160083160085,1,40,0
23525,WALL ART BUFFALO BILL ,1863.8200000000002,582,2011-10-02 15:50:00,2011-12-09 11:34:00,35,53,3.2024398625429558,1,35,0
23526,WALL ART DOG LICENCE ,6021.4,1012,2011-10-03 11:01:00,2011-12-09 10:03:00,53,143,5.949999999999999,1,53,0
23527,WALL ART ANIMALS AND NATURE ,1428.56,420,2011-10-03 12:17:00,2011-12-09 11:34:00,30,48,3.401333333333333,1,30,0
23528,WALL ART SPACEBOY,1504.49,479,2011-10-03 11:01:00,2011-12-08 16:30:00,35,50,3.1408977035490606,1,35,0
23529,WALL ART DOLLY GIRL ,2011.9900000000002,637,2011-10-03 12:48:00,2011-12-08 09:20:00,28,37,3.1585400313971745,2,28,0
23530,WALL ART ONLY ONE PERSON ,4436.27,1056,2011-10-03 11:37:00,2011-12-09 10:03:00,45,87,4.201013257575758,1,45,0
23531,WALL ART BIG LOVE ,5538.26,976,2011-10-03 11:37:00,2011-12-08 18:43:00,49,112,5.674446721311476,1,49,0
23532,WALL ART WORK REST AND PLAY  ,901.58,210,2011-10-02 15:50:00,2011-12-08 12:05:00,22,31,4.293238095238095,2,22,0
23533,WALL ART GARDEN HAVEN ,998.64,215,2011-10-03 11:01:00,2011-12-09 09:07:00,28,36,4.644837209302326,1,28,0
23534,WALL ART STOP FOR TEA ,8608.9,1387,2011-10-02 14:37:00,2011-12-09 10:03:00,58,260,6.206849315068493,1,58,0
23535,WALL ART BICYCLE SAFETY,8440.24,1324,2011-10-02 14:37:00,2011-12-09 10:20:00,57,215,6.374803625377643,1,57,0
23536,WALL ART VILLAGE SHOW ,3442.13,626,2011-10-03 13:49:00,2011-12-09 10:03:00,42,85,5.498610223642173,1,42,0
23537,WALL ART I LOVE LONDON ,581.13,111,2011-10-03 14:52:00,2011-12-09 11:34:00,26,34,5.235405405405405,1,26,0
23538,WALL ART VINTAGE HEART,1329.54,331,2011-10-03 11:37:00,2011-12-09 10:03:00,25,32,4.0167371601208455,1,25,0
23539,WALL ART LOVES' SECRET ,1227.95,247,2011-10-02 15:50:00,2011-12-05 17:24:00,27,41,4.971457489878543,4,27,0
23540,WALL ART THE MAGIC FOREST ,947.0600000000001,150,2011-10-03 14:34:00,2011-12-06 12:27:00,12,14,6.313733333333333,4,12,0
23541,WALL ART CLASSIC PUDDINGS ,6823.91,872,2011-10-02 14:37:00,2011-12-06 16:26:00,50,152,7.825584862385321,3,50,0
23542,WALL ART 70'S ALPHABET ,3800.16,506,2011-10-03 11:01:00,2011-12-08 18:43:00,42,89,7.5101976284584975,1,42,0
23543,WALL ART KEEP CALM ,7010.76,1236,2011-10-03 11:26:00,2011-12-08 18:43:00,42,103,5.672135922330098,1,42,0
23544,WALL ART MID CENTURY MODERN ,1015.78,164,2011-10-03 13:49:00,2011-12-06 12:12:00,16,20,6.193780487804878,4,16,0
23545,WRAP RED VINTAGE DOILY,1025.6,2480,2011-07-20 13:30:00,2011-12-08 14:14:00,62,84,0.41354838709677416,1,62,0
23546,WRAP PAISLEY PARK ,1365.0,3250,2011-07-19 11:57:00,2011-12-08 14:14:00,81,120,0.42,1,81,0
23547,WRAP FLOWER SHOP  ,661.5,1575,2011-07-20 14:39:00,2011-12-06 15:43:00,48,62,0.42,3,48,0
23548,WRAP MAGIC FOREST ,451.5,1075,2011-07-20 14:39:00,2011-12-08 12:07:00,33,43,0.42,2,33,0
23549,WRAP BIRD GARDEN ,548.1,1305,2011-07-19 11:57:00,2011-12-01 10:31:00,41,52,0.42000000000000004,9,41,0
23550,WRAP ALPHABET POSTER  ,763.1,1855,2011-07-18 11:42:00,2011-12-09 12:16:00,48,64,0.4113746630727763,1,48,0
23551,PACK OF 12 PAISLEY PARK TISSUES ,839.8399999999999,1840,2011-09-01 15:56:00,2011-12-09 10:03:00,70,136,0.45643478260869563,1,70,0
23552,BICYCLE PUNCTURE REPAIR KIT ,3881.91,1863,2011-11-25 10:58:00,2011-12-09 12:21:00,13,116,2.0836876006441223,1,13,0
23553,LANDMARK FRAME CAMDEN TOWN ,6444.65,568,2011-10-20 10:04:00,2011-12-08 18:43:00,35,68,11.346214788732393,1,35,0
23554,LANDMARK FRAME OXFORD STREET,4805.53,422,2011-10-19 12:28:00,2011-12-08 12:36:00,34,57,11.387511848341232,2,34,0
23555,LANDMARK FRAME NOTTING HILL ,4780.57,421,2011-10-19 14:12:00,2011-12-09 10:03:00,28,50,11.355273159144893,1,28,0
23556,LANDMARK FRAME COVENT GARDEN ,4937.01,436,2011-10-19 12:28:00,2011-12-08 12:36:00,29,53,11.323417431192661,2,29,0
23557,LANDMARK FRAME BAKER STREET ,3930.27,350,2011-10-19 13:23:00,2011-12-08 13:45:00,23,32,11.229342857142857,1,23,0
23558,LANDMARK FRAME LONDON BRIDGE ,4703.87,415,2011-10-19 12:28:00,2011-12-08 12:36:00,31,52,11.334626506024096,2,31,0
23559,WOODLAND BUNNIES LOLLY MAKERS,1482.41,649,2011-09-08 13:07:00,2011-12-09 10:03:00,66,124,2.284144838212635,1,66,0
23560,SET OF 6 RIBBONS COUNTRY STYLE,499.18,172,2011-11-27 11:57:00,2011-12-08 11:25:00,9,26,2.9022093023255815,2,9,0
23561,SET OF 6 RIBBONS PARTY,476.0,170,2011-11-27 13:29:00,2011-12-09 12:20:00,8,16,2.8,1,8,0
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,724.59,251,2011-11-27 12:29:00,2011-12-09 12:20:00,12,43,2.886812749003984,1,12,0
23564,EGG CUP MILKMAID INGRID,841.31,644,2011-10-13 13:50:00,2011-12-09 10:26:00,36,76,1.3063819875776397,1,36,0
23565,EGG CUP MILKMAID HELGA ,586.31,410,2011-10-16 12:19:00,2011-12-09 10:03:00,34,63,1.4300243902439023,1,34,0
23566,EGG CUP MILKMAID HEIDI,1156.93,881,2011-10-17 10:10:00,2011-12-08 16:30:00,39,83,1.313200908059024,1,39,0
23567,EGG CUP HENRIETTA HEN PINK,291.58,211,2011-10-14 09:35:00,2011-12-09 10:03:00,25,37,1.3818957345971563,1,25,0
23568,EGG CUP HENRIETTA HEN CREAM ,787.52,630,2011-10-16 16:13:00,2011-12-08 16:30:00,28,48,1.250031746031746,1,28,0
23569,TRADTIONAL ALPHABET STAMP SET,4717.66,954,2011-10-21 15:36:00,2011-12-09 10:03:00,41,192,4.945136268343815,1,41,0
23570,TRADITIONAL PICK UP STICKS GAME ,4931.87,2772,2011-10-21 13:13:00,2011-12-09 12:19:00,43,276,1.7791738816738816,1,43,0
23571,TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,2011-10-21 14:23:00,2011-12-09 10:03:00,43,257,2.255160154875044,1,43,0
23574,PACKING CHARGE,105.0,14,2011-07-06 13:04:00,2011-12-07 10:25:00,12,14,7.5,3,12,0
23575,SNACK TRAY PAISLEY PARK,367.34999999999997,179,2011-11-27 11:57:00,2011-12-09 10:03:00,10,32,2.0522346368715083,1,10,0
23576,SNACK TRAY RED VINTAGE DOILY,400.03999999999996,198,2011-11-27 12:13:00,2011-12-08 18:03:00,10,37,2.02040404040404,1,10,0
23578,SNACK TRAY RED GINGHAM,125.72,60,2011-11-27 11:18:00,2011-12-08 12:26:00,9,14,2.0953333333333335,2,9,0
23579,SNACK TRAY I LOVE LONDON,358.75,169,2011-10-18 13:11:00,2011-12-09 10:03:00,16,35,2.1227810650887573,1,16,0
23580,SNACK TRAY HAPPY FOREST  ,234.92,116,2011-11-27 11:57:00,2011-12-07 15:43:00,10,25,2.0251724137931033,2,10,0
23581,JUMBO BAG PAISLEY PARK,11581.83,5020,2011-10-25 10:31:00,2011-12-09 12:19:00,40,338,2.3071374501992032,1,40,0
23582,VINTAGE DOILY JUMBO BAG RED ,10206.41,4802,2011-10-25 09:07:00,2011-12-08 14:38:00,39,259,2.1254498125780925,1,39,0
23583,LUNCH BAG PAISLEY PARK  ,5497.33,3385,2011-10-25 09:31:00,2011-12-09 10:03:00,40,325,1.62402658788774,1,40,0
23597,PAPER BUNTING PAISLEY PARK,679.07,249,2011-11-10 16:27:00,2011-12-08 18:42:00,20,31,2.7271887550200806,1,20,0
23598,PAPER BUNTING VINTAGE PARTY,1215.53,427,2011-11-10 16:20:00,2011-12-09 10:20:00,23,47,2.8466744730679157,1,23,0
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,19.92,8,2011-09-23 17:04:00,2011-11-28 15:31:00,4,4,2.49,11,4,0
23602,SET 10 CARDS 3 WISE MEN 17107,2.91,1,2011-11-11 13:06:00,2011-11-11 13:06:00,1,1,2.91,28,1,0
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,2011-10-14 17:17:00,2011-12-08 09:28:00,12,14,2.49,2,12,0
23604,SET 10 MINI SANTA & SNOWMAN  17087,6.64,4,2011-10-03 16:14:00,2011-10-17 15:27:00,2,2,1.66,53,2,0
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,11.64,4,2011-10-05 15:56:00,2011-10-05 15:56:00,1,1,2.91,65,1,0
23607,SET 10 CARDS HATS & STOCKINGS 17081,13.28,8,2011-09-13 16:05:00,2011-11-24 09:21:00,7,7,1.66,16,7,0
23608,SET 10 CARDS RUDOLPHS NOSE 17097,11.64,4,2011-11-03 15:56:00,2011-12-08 16:30:00,3,3,2.91,1,3,0
23609,SET 10 CARDS SNOWY ROBIN 17099,2.91,1,2011-11-28 15:31:00,2011-11-28 15:31:00,1,1,2.91,11,1,0
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,6.24,3,2011-09-23 17:02:00,2011-11-11 09:05:00,3,3,2.08,29,3,0
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,2011-09-12 15:40:00,2011-12-09 10:03:00,16,16,2.49,1,16,0
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,8.299999999999999,5,2011-10-06 16:08:00,2011-11-17 15:17:00,2,2,1.6599999999999997,22,2,0
23613,SET 10 XMAS CARDS & BADGES 17070,27.39,11,2011-09-07 16:48:00,2011-11-28 15:31:00,5,6,2.49,11,5,0
23614,SET 10 CARDS 12 DAYS WRAP  17058,86.58000000000001,26,2011-09-07 12:02:00,2011-12-08 09:28:00,8,11,3.3300000000000005,2,8,0
23615,SET 10 CARDS PRINTED GRAPHIC 17219,9.96,4,2011-10-27 17:15:00,2011-12-06 16:26:00,4,4,2.49,3,4,0
23616,SET 10 CARDS JINGLE BELLS 17217,19.92,8,2011-11-09 16:14:00,2011-12-09 10:03:00,7,7,2.49,1,7,0
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,5.82,2,2011-11-29 16:47:00,2011-11-29 16:47:00,1,1,2.91,10,1,0
23619,SET 10 CARDS POINSETTIA 17093,9.96,4,2011-10-05 15:56:00,2011-11-08 18:29:00,2,2,2.49,31,2,0
